id,name,object_name,type,x,y,param1,param2,param3,param4,param5,param6,param7
769,LavenderHouse2Object,,npc,3,5,SlowbroSprite,Up,false,5,0,,
770,LavenderHouse2Object,,npc,2,4,BrunetteGirlSprite,Right,false,5,1,,
771,LavenderHouse2Object,,event_disp,2,7,,,,,,,
772,LavenderHouse2Object,,event_disp,3,7,,,,,,,
773,LavenderMartObject,,warp,3,7,0,var:LastOutdoorsMap,3,,,,
774,LavenderMartObject,,warp,4,7,1,var:LastOutdoorsMap,3,,,,
775,LavenderMartObject,,npc,0,5,MartGuySprite,Right,false,5,0,,
776,LavenderMartObject,,npc,3,4,BaldingGuySprite,None,false,5,1,,
777,LavenderMartObject,,npc,7,2,BlackHairBoy1Sprite,None,false,5,2,,
778,LavenderMartObject,,event_disp,3,7,,,,,,,
779,LavenderMartObject,,event_disp,4,7,,,,,,,
780,LavenderPokecenterObject,,warp,3,7,0,var:LastOutdoorsMap,0,,,,
781,LavenderPokecenterObject,,warp,4,7,1,var:LastOutdoorsMap,0,,,,
782,LavenderPokecenterObject,,npc,3,1,NurseSprite,Down,false,5,0,,
783,LavenderPokecenterObject,,npc,5,3,GentlemanSprite,None,false,5,1,,
784,LavenderPokecenterObject,,npc,2,6,LittleGirlSprite,,true,6,2,,
785,LavenderPokecenterObject,,npc,11,2,CableClubWomanSprite,Down,false,5,3,,
786,LavenderPokecenterObject,,event_disp,3,7,,,,,,,
787,LavenderPokecenterObject,,event_disp,4,7,,,,,,,
788,LavenderPokecenterObject,,hidden,0,4,8,PrintBenchGuyText,,,,,
789,LavenderPokecenterObject,,hidden,13,3,4,OpenPokemonCenterPC,,,,,
790,LavenderTownObject,,warp,3,5,0,LavenderPokecenter,0,,,,
791,LavenderTownObject,,warp,14,5,1,PokemonTower1,0,,,,
792,LavenderTownObject,,warp,7,9,2,LavenderHouse1,0,,,,
793,LavenderTownObject,,warp,15,13,3,LavenderMart,0,,,,
794,LavenderTownObject,,warp,3,13,4,LavenderHouse2,0,,,,
795,LavenderTownObject,,warp,7,13,5,NameRater,0,,,,
796,LavenderTownObject,,sign,11,9,3,,,,,,
797,LavenderTownObject,,sign,9,3,4,,,,,,
798,LavenderTownObject,,sign,16,13,5,,,,,,
799,LavenderTownObject,,sign,4,5,6,,,,,,
800,LavenderTownObject,,sign,5,9,7,,,,,,
801,LavenderTownObject,,sign,17,7,8,,,,,,
802,LavenderTownObject,,npc,15,9,LittleGirlSprite,,true,5,0,,
803,LavenderTownObject,,npc,9,10,BlackHairBoy1Sprite,None,false,5,1,,
804,LavenderTownObject,,npc,8,7,BlackHairBoy2Sprite,,true,7,2,,
805,LavenderTownObject,,event_disp,3,5,,,,,,,
806,LavenderTownObject,,event_disp,14,5,,,,,,,
807,LavenderTownObject,,event_disp,7,9,,,,,,,
808,LavenderTownObject,,event_disp,15,13,,,,,,,
809,LavenderTownObject,,event_disp,3,13,,,,,,,
810,LavenderTownObject,,event_disp,7,13,,,,,,,
811,LoreleiObject,,warp,4,11,0,IndigoPlateauLobby,2,,,,
812,LoreleiObject,,warp,5,11,1,IndigoPlateauLobby,2,,,,
813,LoreleiObject,,warp,4,0,2,Bruno,0,,,,
814,LoreleiObject,,warp,5,0,3,Bruno,1,,,,
815,LoreleiObject,,trainer,5,2,LoreleiSprite,Down,false,5,0,OppLorelei,1
816,LoreleiObject,,event_disp,4,11,,,,,,,
817,LoreleiObject,,event_disp,5,11,,,,,,,
818,LoreleiObject,,event_disp,4,0,,,,,,,
819,LoreleiObject,,event_disp,5,0,,,,,,,
820,Mansion1Object,,warp,4,27,0,var:LastOutdoorsMap,0,,,,
821,Mansion1Object,,warp,5,27,1,var:LastOutdoorsMap,0,,,,
822,Mansion1Object,,warp,6,27,2,var:LastOutdoorsMap,0,,,,
823,Mansion1Object,,warp,7,27,3,var:LastOutdoorsMap,0,,,,
824,Mansion1Object,,warp,5,10,4,Mansion2,0,,,,
825,Mansion1Object,,warp,21,23,5,Mansion4,0,,,,
826,Mansion1Object,,warp,26,27,6,var:LastOutdoorsMap,0,,,,
827,Mansion1Object,,warp,27,27,7,var:LastOutdoorsMap,0,,,,
828,Mansion1Object,,trainer,17,17,OakAideSprite,Left,false,5,0,OppScientist,4
829,Mansion1Object,,item,14,3,BallSprite,None,false,5,1,EscapeRope,
830,Mansion1Object,,item,18,21,BallSprite,None,false,5,2,Carbos,
831,Mansion1Object,,event_disp,4,27,,,,,,,
832,Mansion1Object,,event_disp,5,27,,,,,,,
833,Mansion1Object,,event_disp,6,27,,,,,,,
834,Mansion1Object,,event_disp,7,27,,,,,,,
835,Mansion1Object,,event_disp,5,10,,,,,,,
836,Mansion1Object,,event_disp,21,23,,,,,,,
837,Mansion1Object,,event_disp,26,27,,,,,,,
838,Mansion1Object,,event_disp,27,27,,,,,,,
839,Mansion1Object,,hidden,8,16,MoonStone,HiddenItems,,,,,
840,Mansion1Object,,hidden,2,5,4,Mansion1Script_Switches,,,,,
841,Mansion2Object,,warp,5,10,0,Mansion1,4,,,,
842,Mansion2Object,,warp,7,10,1,Mansion3,0,,,,
843,Mansion2Object,,warp,25,14,2,Mansion3,2,,,,
844,Mansion2Object,,warp,6,1,3,Mansion3,1,,,,
845,Mansion2Object,,trainer,3,17,BlackHairBoy2Sprite,,true,7,0,OppBurglar,7
846,Mansion2Object,,item,28,7,BallSprite,None,false,5,1,Calcium,
847,Mansion2Object,,npc,18,2,BookMapDexSprite,None,false,5,2,,
848,Mansion2Object,,npc,3,22,BookMapDexSprite,None,false,5,3,,
849,Mansion2Object,,event_disp,5,10,,,,,,,
850,Mansion2Object,,event_disp,7,10,,,,,,,
851,Mansion2Object,,event_disp,25,14,,,,,,,
852,Mansion2Object,,event_disp,6,1,,,,,,,
853,Mansion2Object,,hidden,2,11,4,Mansion2Script_Switches,,,,,
854,Mansion3Object,,warp,7,10,0,Mansion2,1,,,,
855,Mansion3Object,,warp,6,1,1,Mansion2,3,,,,
856,Mansion3Object,,warp,25,14,2,Mansion2,2,,,,
857,Mansion3Object,,trainer,5,11,BlackHairBoy2Sprite,,true,7,0,OppBurglar,8
858,Mansion3Object,,trainer,20,11,OakAideSprite,Left,false,5,1,OppScientist,12
859,Mansion3Object,,item,1,16,BallSprite,None,false,5,2,MaxPotion,
860,Mansion3Object,,item,25,5,BallSprite,None,false,5,3,Iron,
861,Mansion3Object,,npc,6,12,BookMapDexSprite,None,false,5,4,,
862,Mansion3Object,,event_disp,7,10,,,,,,,
863,Mansion3Object,,event_disp,6,1,,,,,,,
864,Mansion3Object,,event_disp,25,14,,,,,,,
865,Mansion3Object,,hidden,1,9,MaxRevive,HiddenItems,,,,,
866,Mansion3Object,,hidden,10,5,4,Mansion3Script_Switches,,,,,
867,Mansion4Object,,warp,23,22,0,Mansion1,5,,,,
868,Mansion4Object,,trainer,16,23,BlackHairBoy2Sprite,None,false,5,0,OppBurglar,9
869,Mansion4Object,,trainer,27,11,OakAideSprite,Down,false,5,1,OppScientist,13
870,Mansion4Object,,item,10,2,BallSprite,None,false,5,2,RareCandy,
871,Mansion4Object,,item,1,22,BallSprite,None,false,5,3,FullRestore,
872,Mansion4Object,,item,19,25,BallSprite,None,false,5,4,Tm14,
873,Mansion4Object,,item,5,4,BallSprite,None,false,5,5,Tm22,
874,Mansion4Object,,npc,16,20,BookMapDexSprite,None,false,5,6,,
875,Mansion4Object,,item,5,13,BallSprite,None,false,5,7,SecretKey,
876,Mansion4Object,,event_disp,23,22,,,,,,,
877,Mansion4Object,,hidden,1,9,RareCandy,HiddenItems,,,,,
878,Mansion4Object,,hidden,20,3,4,Mansion4Script_Switches,,,,,
879,Mansion4Object,,hidden,18,25,4,Mansion4Script_Switches,,,,,
880,MtMoon1Object,,warp,14,35,0,var:LastOutdoorsMap,1,,,,
881,MtMoon1Object,,warp,15,35,1,var:LastOutdoorsMap,1,,,,
882,MtMoon1Object,,warp,5,5,2,MtMoon2,0,,,,
883,MtMoon1Object,,warp,17,11,3,MtMoon2,2,,,,
884,MtMoon1Object,,warp,25,15,4,MtMoon2,3,,,,
885,MtMoon1Object,,sign,15,23,13,,,,,,
886,MtMoon1Object,,trainer,5,6,HikerSprite,Down,false,5,0,OppHiker,1
887,MtMoon1Object,,trainer,12,16,BugCatcherSprite,Right,false,5,1,OppYoungster,3
888,MtMoon1Object,,trainer,30,4,LassSprite,Down,false,5,2,OppLass,5
889,MtMoon1Object,,trainer,24,31,BlackHairBoy2Sprite,Up,false,5,3,OppSuperNerd,1
890,MtMoon1Object,,trainer,16,23,LassSprite,Down,false,5,4,OppLass,6
891,MtMoon1Object,,trainer,7,22,BugCatcherSprite,Down,false,5,5,OppBugCatcher,7
892,MtMoon1Object,,trainer,30,27,BugCatcherSprite,Right,false,5,6,OppBugCatcher,8
893,MtMoon1Object,,item,2,20,BallSprite,None,false,5,7,Potion,
894,MtMoon1Object,,item,2,2,BallSprite,None,false,5,8,MoonStone,
895,MtMoon1Object,,item,35,31,BallSprite,None,false,5,9,RareCandy,
896,MtMoon1Object,,item,36,23,BallSprite,None,false,5,10,EscapeRope,
897,MtMoon1Object,,item,20,33,BallSprite,None,false,5,11,Potion,
898,MtMoon1Object,,item,5,32,BallSprite,None,false,5,12,Tm12,
899,MtMoon1Object,,event_disp,14,35,,,,,,,
900,MtMoon1Object,,event_disp,15,35,,,,,,,
901,MtMoon1Object,,event_disp,5,5,,,,,,,
902,MtMoon1Object,,event_disp,17,11,,,,,,,
903,MtMoon1Object,,event_disp,25,15,,,,,,,
904,MtMoon2Object,,warp,5,5,0,MtMoon1,2,,,,
905,MtMoon2Object,,warp,17,11,1,MtMoon3,0,,,,
906,MtMoon2Object,,warp,25,9,2,MtMoon1,3,,,,
907,MtMoon2Object,,warp,25,15,3,MtMoon1,4,,,,
908,MtMoon2Object,,warp,21,17,4,MtMoon3,1,,,,
909,MtMoon2Object,,warp,13,27,5,MtMoon3,2,,,,
910,MtMoon2Object,,warp,23,3,6,MtMoon3,3,,,,
911,MtMoon2Object,,warp,27,3,7,var:LastOutdoorsMap,2,,,,
912,MtMoon2Object,,event_disp,5,5,,,,,,,
913,MtMoon2Object,,event_disp,17,11,,,,,,,
914,MtMoon2Object,,event_disp,25,9,,,,,,,
915,MtMoon2Object,,event_disp,25,15,,,,,,,
916,MtMoon2Object,,event_disp,21,17,,,,,,,
917,MtMoon2Object,,event_disp,13,27,,,,,,,
918,MtMoon2Object,,event_disp,23,3,,,,,,,
919,MtMoon2Object,,event_disp,27,3,,,,,,,
920,MtMoon3Object,,warp,25,9,0,MtMoon2,1,,,,
921,MtMoon3Object,,warp,21,17,1,MtMoon2,4,,,,
922,MtMoon3Object,,warp,15,27,2,MtMoon2,5,,,,
923,MtMoon3Object,,warp,5,7,3,MtMoon2,6,,,,
924,MtMoon3Object,,trainer,12,8,BlackHairBoy2Sprite,Right,false,5,0,OppSuperNerd,2
925,MtMoon3Object,,trainer,11,16,RocketSprite,Down,false,5,1,OppRocket,1
926,MtMoon3Object,,trainer,15,22,RocketSprite,Down,false,5,2,OppRocket,2
927,MtMoon3Object,,trainer,29,11,RocketSprite,Up,false,5,3,OppRocket,3
928,MtMoon3Object,,trainer,29,17,RocketSprite,Left,false,5,4,OppRocket,4
929,MtMoon3Object,,npc,12,6,OmanyteSprite,None,false,5,5,,
930,MtMoon3Object,,npc,13,6,OmanyteSprite,None,false,5,6,,
931,MtMoon3Object,,item,25,21,BallSprite,None,false,5,7,HpUp,
932,MtMoon3Object,,item,29,5,BallSprite,None,false,5,8,Tm01,
933,MtMoon3Object,,event_disp,25,9,,,,,,,
934,MtMoon3Object,,event_disp,21,17,,,,,,,
935,MtMoon3Object,,event_disp,15,27,,,,,,,
936,MtMoon3Object,,event_disp,5,7,,,,,,,
937,MtMoon3Object,,hidden,18,12,MoonStone,HiddenItems,,,,,
938,MtMoon3Object,,hidden,33,9,Ether,HiddenItems,,,,,
939,MtMoonPokecenterObject,,warp,3,7,0,var:LastOutdoorsMap,0,,,,
940,MtMoonPokecenterObject,,warp,4,7,1,var:LastOutdoorsMap,0,,,,
941,MtMoonPokecenterObject,,npc,3,1,NurseSprite,Down,false,5,0,,
942,MtMoonPokecenterObject,,npc,4,3,BugCatcherSprite,Up,false,5,1,,
943,MtMoonPokecenterObject,,npc,7,3,GentlemanSprite,Up,false,5,2,,
944,MtMoonPokecenterObject,,npc,10,6,FatBaldGuySprite,,true,7,3,,
945,MtMoonPokecenterObject,,npc,7,2,ClipboardSprite,None,false,5,4,,
946,MtMoonPokecenterObject,,npc,11,2,CableClubWomanSprite,Down,false,5,5,,
947,MtMoonPokecenterObject,,event_disp,3,7,,,,,,,
948,MtMoonPokecenterObject,,event_disp,4,7,,,,,,,
949,MtMoonPokecenterObject,,hidden,0,4,8,PrintBenchGuyText,,,,,
950,MtMoonPokecenterObject,,hidden,13,3,4,OpenPokemonCenterPC,,,,,
951,Museum1FObject,,warp,10,7,0,var:LastOutdoorsMap,0,,,,
952,Museum1FObject,,warp,11,7,1,var:LastOutdoorsMap,0,,,,
953,Museum1FObject,,warp,16,7,2,var:LastOutdoorsMap,1,,,,
954,Museum1FObject,,warp,17,7,3,var:LastOutdoorsMap,1,,,,
955,Museum1FObject,,warp,7,7,4,Museum2F,0,,,,
956,Museum1FObject,,npc,12,4,OakAideSprite,Left,false,5,0,,
957,Museum1FObject,,npc,1,4,GamblerSprite,None,false,5,1,,
958,Museum1FObject,,npc,15,2,OakAideSprite,Down,false,5,2,,
959,Museum1FObject,,npc,17,4,OakAideSprite,None,false,5,3,,
960,Museum1FObject,,npc,16,2,OldAmberSprite,None,false,5,4,,
961,Museum1FObject,,event_disp,10,7,,,,,,,
962,Museum1FObject,,event_disp,11,7,,,,,,,
963,Museum1FObject,,event_disp,16,7,,,,,,,
964,Museum1FObject,,event_disp,17,7,,,,,,,
965,Museum1FObject,,event_disp,7,7,,,,,,,
966,Museum1FObject,,hidden,2,3,4,AerodactylFossil,,,,,
967,Museum1FObject,,hidden,2,6,4,KabutopsFossil,,,,,
968,Museum2FObject,,warp,7,7,0,Museum1F,4,,,,
969,Museum2FObject,,sign,11,2,5,,,,,,
970,Museum2FObject,,sign,2,5,6,,,,,,
971,Museum2FObject,,npc,1,7,BugCatcherSprite,,true,7,0,,
972,Museum2FObject,,npc,0,5,OldPersonSprite,Down,false,5,1,,
973,Museum2FObject,,npc,7,5,OakAideSprite,Down,false,5,2,,
974,Museum2FObject,,npc,11,5,BrunetteGirlSprite,None,false,5,3,,
975,Museum2FObject,,npc,12,5,HikerSprite,Down,false,5,4,,
976,Museum2FObject,,event_disp,7,7,,,,,,,
977,NameRaterObject,,warp,2,7,0,var:LastOutdoorsMap,5,,,,
978,NameRaterObject,,warp,3,7,1,var:LastOutdoorsMap,5,,,,
979,NameRaterObject,,npc,5,3,MrMasterballSprite,Left,false,5,0,,
980,NameRaterObject,,event_disp,2,7,,,,,,,
981,NameRaterObject,,event_disp,3,7,,,,,,,
982,OaksLabObject,,warp,4,11,0,var:LastOutdoorsMap,2,,,,
983,OaksLabObject,,warp,5,11,1,var:LastOutdoorsMap,2,,,,
984,OaksLabObject,,trainer,4,3,BlueSprite,None,false,5,0,OppSony1,1
985,OaksLabObject,,npc,6,3,BallSprite,None,false,5,1,,
986,OaksLabObject,,npc,7,3,BallSprite,None,false,5,2,,
987,OaksLabObject,,npc,8,3,BallSprite,None,false,5,3,,
988,OaksLabObject,,npc,5,2,OakSprite,Down,false,5,4,,
989,OaksLabObject,,npc,2,1,BookMapDexSprite,None,false,5,5,,
990,OaksLabObject,,npc,3,1,BookMapDexSprite,None,false,5,6,,
991,OaksLabObject,,npc,5,10,OakSprite,Up,false,5,7,,
992,OaksLabObject,,npc,1,9,GirlSprite,,true,6,8,,
993,OaksLabObject,,npc,2,10,OakAideSprite,None,false,5,9,,
994,OaksLabObject,,npc,8,10,OakAideSprite,None,false,5,10,,
995,OaksLabObject,,event_disp,4,11,,,,,,,
996,OaksLabObject,,event_disp,5,11,,,,,,,
997,OaksLabObject,,hidden,4,0,4,DisplayOakLabLeftPoster,,,,,
998,OaksLabObject,,hidden,5,0,4,DisplayOakLabRightPoster,,,,,
999,OaksLabObject,,hidden,0,1,4,DisplayOakLabEmailText,,,,,
1000,OaksLabObject,,hidden,1,1,4,DisplayOakLabEmailText,,,,,
1001,PalletTownObject,RedsHouseWarp,warp,5,5,0,RedsHouse1F,0,,,,
1002,PalletTownObject,BluesHouseWarp,warp,13,5,1,BluesHouse,0,,,,
1003,PalletTownObject,OaksLabWarp,warp,12,11,2,OaksLab,1,,,,
1004,PalletTownObject,OakLabSign,sign,13,13,3,,,,,,
1005,PalletTownObject,PalletTownSign,sign,7,9,4,,,,,,
1006,PalletTownObject,PlayersHouseSign,sign,3,5,5,,,,,,
1007,PalletTownObject,RivalsHouseSign,sign,11,5,6,,,,,,
1008,PalletTownObject,PalletOak,npc,8,5,OakSprite,None,false,5,0,,
1009,PalletTownObject,PalletGirl,npc,3,8,GirlSprite,,true,5,1,,
1010,PalletTownObject,PalletGuy,npc,11,14,Fisher2Sprite,,true,5,2,,
1011,PalletTownObject,,event_disp,5,5,,,,,,,
1012,PalletTownObject,,event_disp,13,5,,,,,,,
1013,PalletTownObject,,event_disp,12,11,,,,,,,
1014,PewterCityObject,,warp,14,7,0,Museum1F,0,,,,
1015,PewterCityObject,,warp,19,5,1,Museum1F,2,,,,
1016,PewterCityObject,,warp,16,17,2,PewterGym,0,,,,
1017,PewterCityObject,,warp,29,13,3,PewterHouse1,0,,,,
1018,PewterCityObject,,warp,23,17,4,PewterMart,0,,,,
1019,PewterCityObject,,warp,7,29,5,PewterHouse2,0,,,,
1020,PewterCityObject,,warp,13,25,6,PewterPokecenter,0,,,,
1021,PewterCityObject,,sign,19,29,5,,,,,,
1022,PewterCityObject,,sign,33,19,6,,,,,,
1023,PewterCityObject,,sign,24,17,7,,,,,,
1024,PewterCityObject,,sign,14,25,8,,,,,,
1025,PewterCityObject,,sign,15,9,9,,,,,,
1026,PewterCityObject,,sign,11,17,10,,,,,,
1027,PewterCityObject,,sign,25,23,11,,,,,,
1028,PewterCityObject,,npc,8,15,LassSprite,None,false,5,0,,
1029,PewterCityObject,,npc,17,25,BlackHairBoy1Sprite,None,false,5,1,,
1030,PewterCityObject,,npc,27,17,BlackHairBoy2Sprite,None,false,5,2,,
1031,PewterCityObject,,npc,26,25,BlackHairBoy2Sprite,,true,7,3,,
1032,PewterCityObject,,npc,35,16,BugCatcherSprite,Down,false,5,4,,
1033,PewterCityObject,,event_disp,14,7,,,,,,,
1034,PewterCityObject,,event_disp,19,5,,,,,,,
1035,PewterCityObject,,event_disp,16,17,,,,,,,
1036,PewterCityObject,,event_disp,29,13,,,,,,,
1037,PewterCityObject,,event_disp,23,17,,,,,,,
1038,PewterCityObject,,event_disp,7,29,,,,,,,
1039,PewterCityObject,,event_disp,13,25,,,,,,,
1040,PewterGymObject,,warp,4,13,0,var:LastOutdoorsMap,2,,,,
1041,PewterGymObject,,warp,5,13,1,var:LastOutdoorsMap,2,,,,
1042,PewterGymObject,,trainer,4,1,BlackHairBoy2Sprite,Down,false,5,0,OppBrock,1
1043,PewterGymObject,,trainer,3,6,BlackHairBoy1Sprite,Right,false,5,1,OppJrTrainerM,1
1044,PewterGymObject,,npc,7,10,GymHelperSprite,Down,false,5,2,,
1045,PewterGymObject,,event_disp,4,13,,,,,,,
1046,PewterGymObject,,event_disp,5,13,,,,,,,
1047,PewterGymObject,,hidden,3,10,4,GymStatues,,,,,
1048,PewterGymObject,,hidden,6,10,4,GymStatues,,,,,
1049,PewterHouse1Object,,warp,2,7,0,var:LastOutdoorsMap,3,,,,
1050,PewterHouse1Object,,warp,3,7,1,var:LastOutdoorsMap,3,,,,
1051,PewterHouse1Object,,npc,4,5,SlowbroSprite,Left,false,5,0,,
1052,PewterHouse1Object,,npc,3,5,YoungBoySprite,Right,false,5,1,,
1053,PewterHouse1Object,,npc,1,2,FatBaldGuySprite,None,false,5,2,,
1054,PewterHouse1Object,,event_disp,2,7,,,,,,,
1055,PewterHouse1Object,,event_disp,3,7,,,,,,,
1056,PewterHouse2Object,,warp,2,7,0,var:LastOutdoorsMap,5,,,,
1057,PewterHouse2Object,,warp,3,7,1,var:LastOutdoorsMap,5,,,,
1058,PewterHouse2Object,,npc,2,3,GamblerSprite,Right,false,5,0,,
1059,PewterHouse2Object,,npc,4,5,BugCatcherSprite,None,false,5,1,,
1060,PewterHouse2Object,,event_disp,2,7,,,,,,,
1061,PewterHouse2Object,,event_disp,3,7,,,,,,,
1062,PewterMartObject,,warp,3,7,0,var:LastOutdoorsMap,4,,,,
1063,PewterMartObject,,warp,4,7,1,var:LastOutdoorsMap,4,,,,
1064,PewterMartObject,,npc,0,5,MartGuySprite,Right,false,5,0,,
1065,PewterMartObject,,npc,3,3,BugCatcherSprite,,true,6,1,,
1066,PewterMartObject,,npc,5,5,BlackHairBoy2Sprite,None,false,5,2,,
1067,PewterMartObject,,event_disp,3,7,,,,,,,
1068,PewterMartObject,,event_disp,4,7,,,,,,,
1069,PewterPokecenterObject,,warp,3,7,0,var:LastOutdoorsMap,6,,,,
1070,PewterPokecenterObject,,warp,4,7,1,var:LastOutdoorsMap,6,,,,
1071,PewterPokecenterObject,,npc,3,1,NurseSprite,Down,false,5,0,,
1072,PewterPokecenterObject,,npc,11,7,GentlemanSprite,Left,false,5,1,,
1073,PewterPokecenterObject,,npc,1,3,ClefairySprite,Down,false,5,2,,
1074,PewterPokecenterObject,,npc,11,2,CableClubWomanSprite,Down,false,5,3,,
1075,PewterPokecenterObject,,event_disp,3,7,,,,,,,
1076,PewterPokecenterObject,,event_disp,4,7,,,,,,,
1077,PewterPokecenterObject,,hidden,0,4,8,PrintBenchGuyText,,,,,
1078,PewterPokecenterObject,,hidden,13,3,4,OpenPokemonCenterPC,,,,,
1079,PokemonTower1Object,,warp,10,17,0,var:LastOutdoorsMap,1,,,,
1080,PokemonTower1Object,,warp,11,17,1,var:LastOutdoorsMap,1,,,,
1081,PokemonTower1Object,,warp,18,9,2,PokemonTower2,1,,,,
1082,PokemonTower1Object,,npc,15,13,CableClubWomanSprite,Up,false,5,0,,
1083,PokemonTower1Object,,npc,6,8,MomGeishaSprite,None,false,5,1,,
1084,PokemonTower1Object,,npc,8,12,BaldingGuySprite,None,false,5,2,,
1085,PokemonTower1Object,,npc,13,7,GirlSprite,None,false,5,3,,
1086,PokemonTower1Object,,npc,17,7,MediumSprite,Left,false,5,4,,
1087,PokemonTower1Object,,event_disp,10,17,,,,,,,
1088,PokemonTower1Object,,event_disp,11,17,,,,,,,
1089,PokemonTower1Object,,event_disp,18,9,,,,,,,
1090,PokemonTower2Object,,warp,3,9,0,PokemonTower3,0,,,,
1091,PokemonTower2Object,,warp,18,9,1,PokemonTower1,2,,,,
1092,PokemonTower2Object,,npc,14,5,BlueSprite,None,false,5,0,,
1093,PokemonTower2Object,,npc,3,7,MediumSprite,Right,false,5,1,,
1094,PokemonTower2Object,,event_disp,3,9,,,,,,,
1095,PokemonTower2Object,,event_disp,18,9,,,,,,,
1096,PokemonTower3Object,,warp,3,9,0,PokemonTower2,0,,,,
1097,PokemonTower3Object,,warp,18,9,1,PokemonTower4,1,,,,
1098,PokemonTower3Object,,trainer,12,3,MediumSprite,Left,false,5,0,OppChanneler,5
1099,PokemonTower3Object,,trainer,9,8,MediumSprite,Down,false,5,1,OppChanneler,6
1100,PokemonTower3Object,,trainer,10,13,MediumSprite,Down,false,5,2,OppChanneler,8
1101,PokemonTower3Object,,item,12,1,BallSprite,None,false,5,3,EscapeRope,
1102,PokemonTower3Object,,event_disp,3,9,,,,,,,
1103,PokemonTower3Object,,event_disp,18,9,,,,,,,
1104,PokemonTower4Object,,warp,3,9,0,PokemonTower5,0,,,,
1105,PokemonTower4Object,,warp,18,9,1,PokemonTower3,1,,,,
1106,PokemonTower4Object,,trainer,5,10,MediumSprite,Right,false,5,0,OppChanneler,9
1107,PokemonTower4Object,,trainer,15,7,MediumSprite,Down,false,5,1,OppChanneler,10
1108,PokemonTower4Object,,trainer,14,12,MediumSprite,Left,false,5,2,OppChanneler,12
1109,PokemonTower4Object,,item,12,10,BallSprite,None,false,5,3,Elixer,
1110,PokemonTower4Object,,item,9,10,BallSprite,None,false,5,4,Awakening,
1111,PokemonTower4Object,,item,12,16,BallSprite,None,false,5,5,HpUp,
1112,PokemonTower4Object,,event_disp,3,9,,,,,,,
1113,PokemonTower4Object,,event_disp,18,9,,,,,,,
1114,PokemonTower5Object,,warp,3,9,0,PokemonTower4,0,,,,
1115,PokemonTower5Object,,warp,18,9,1,PokemonTower6,0,,,,
1116,PokemonTower5Object,,npc,12,8,MediumSprite,None,false,5,0,,
1117,PokemonTower5Object,,trainer,17,7,MediumSprite,Left,false,5,1,OppChanneler,14
1118,PokemonTower5Object,,trainer,14,3,MediumSprite,Left,false,5,2,OppChanneler,16
1119,PokemonTower5Object,,trainer,6,10,MediumSprite,Right,false,5,3,OppChanneler,17
1120,PokemonTower5Object,,trainer,9,16,MediumSprite,Right,false,5,4,OppChanneler,18
1121,PokemonTower5Object,,item,6,14,BallSprite,None,false,5,5,Nugget,
1122,PokemonTower5Object,,event_disp,3,9,,,,,,,
1123,PokemonTower5Object,,event_disp,18,9,,,,,,,
1124,PokemonTower5Object,,hidden,4,12,Elixer,HiddenItems,,,,,
1125,PokemonTower6Object,,warp,18,9,0,PokemonTower5,1,,,,
1126,PokemonTower6Object,,warp,9,16,1,PokemonTower7,0,,,,
1127,PokemonTower6Object,,trainer,12,10,MediumSprite,Right,false,5,0,OppChanneler,19
1128,PokemonTower6Object,,trainer,9,5,MediumSprite,Down,false,5,1,OppChanneler,20
1129,PokemonTower6Object,,trainer,16,5,MediumSprite,Left,false,5,2,OppChanneler,21
1130,PokemonTower6Object,,item,6,8,BallSprite,None,false,5,3,RareCandy,
1131,PokemonTower6Object,,item,14,14,BallSprite,None,false,5,4,XAccuracy,
1132,PokemonTower6Object,,event_disp,18,9,,,,,,,
1133,PokemonTower6Object,,event_disp,9,16,,,,,,,
1134,PokemonTower7Object,,warp,9,16,0,PokemonTower6,1,,,,
1135,PokemonTower7Object,,trainer,9,11,RocketSprite,Right,false,5,0,OppRocket,19
1136,PokemonTower7Object,,trainer,12,9,RocketSprite,Left,false,5,1,OppRocket,20
1137,PokemonTower7Object,,trainer,9,7,RocketSprite,Right,false,5,2,OppRocket,21
1138,PokemonTower7Object,,npc,10,3,MrFujiSprite,Down,false,5,3,,
1139,PokemonTower7Object,,event_disp,9,16,,,,,,,
1140,PowerPlantObject,,warp,4,35,0,var:LastOutdoorsMap,3,,,,
1141,PowerPlantObject,,warp,5,35,1,var:LastOutdoorsMap,3,,,,
1142,PowerPlantObject,,warp,0,11,2,var:LastOutdoorsMap,3,,,,
1143,PowerPlantObject,,pokemon,9,20,BallSprite,None,false,5,0,Voltorb,40
1144,PowerPlantObject,,pokemon,32,18,BallSprite,None,false,5,1,Voltorb,40
1145,PowerPlantObject,,pokemon,21,25,BallSprite,None,false,5,2,Voltorb,40
1146,PowerPlantObject,,pokemon,25,18,BallSprite,None,false,5,3,Electrode,43
1147,PowerPlantObject,,pokemon,23,34,BallSprite,None,false,5,4,Voltorb,40
1148,PowerPlantObject,,pokemon,26,28,BallSprite,None,false,5,5,Voltorb,40
1149,PowerPlantObject,,pokemon,21,14,BallSprite,None,false,5,6,Electrode,43
1150,PowerPlantObject,,pokemon,37,32,BallSprite,None,false,5,7,Voltorb,40
1151,PowerPlantObject,,pokemon,4,9,BirdSprite,Up,false,5,8,Zapdos,50
1152,PowerPlantObject,,item,7,25,BallSprite,None,false,5,9,Carbos,
